statefip,year,state_name,state_abb,effective_mw,mw_change,mw_level_change,mw_pct_change,emp_pop_ratio_all,emp_pop_ratio_teen,emp_pop_ratio_young_adult,emp_pop_ratio_prime_age,emp_pop_ratio_lt_hs,emp_pop_ratio_no_ba,emp_pop_ratio_male,emp_pop_ratio_female,emp_pop_ratio_teen_male,emp_pop_ratio_teen_female,lfpr_all,lfpr_teen,unemp_rate_all,unemp_rate_teen,pop_all,pop_teen,pop_young_adult,pop_lt_hs,pop_no_ba,n_obs_all,n_obs_teen,n_obs_young_adult,emplvl_total_private,emplvl_food_services,emplvl_retail,emplvl_accommodation_food,wkly_wage_total_private,wkly_wage_food_services
10,2007,Delaware,DE,6.65,1,0.5,0.0813,0.641634,0.405185,0.724055,0.815489,0.404224,0.606262,0.699824,0.589090,0.390986,0.420876,0.666074,0.455722,0.036692,0.110894,8031775,616751,703169,1284591,6091669,19928,1446,1534,364640,29681,54330,32615,908,319
10,2008,Delaware,DE,7.15,1,0.5,0.0752,0.626057,0.355078,0.707084,0.815731,0.402980,0.581650,0.686276,0.571863,0.338875,0.371287,0.659267,0.424537,0.050375,0.163613,8133639,643116,638609,1282796,6032746,19487,1433,1330,363327,30218,52951,33122,911,323
10,2009,Delaware,DE,7.25,1,0.1,0.014,0.578244,0.296405,0.650555,0.778175,0.349816,0.532209,0.616245,0.543990,0.268743,0.323661,0.632546,0.394087,0.085847,0.247870,8215915,610712,666151,1306713,6170318,19975,1422,1418,342403,30197,49692,32857,911,317
10,2010,Delaware,DE,7.25,0,0.0,0.0,0.572545,0.264461,0.607536,0.775845,0.349367,0.531782,0.615313,0.533916,0.262781,0.266058,0.624394,0.339432,0.083038,0.220872,8325209,627445,621579,1371946,6255349,20172,1481,1343,338605,30825,49868,33616,934,323
10,2011,Delaware,DE,7.25,0,0.0,0.0,0.586060,0.302325,0.607127,0.765789,0.363847,0.542699,0.625504,0.550116,0.310117,0.294741,0.633498,0.373600,0.074883,0.190779,8396424,621599,617901,1255770,6276001,20277,1458,1310,342585,31237,50601,34330,972,312
10,2012,Delaware,DE,7.25,0,0.0,0.0,0.579896,0.265368,0.626747,0.767382,0.349070,0.527278,0.615189,0.548112,0.226046,0.305484,0.625887,0.346237,0.073481,0.233565,8611313,591919,720229,1280552,6220197,19886,1235,1365,345329,32054,50678,35118,994,314
10,2013,Delaware,DE,7.25,0,0.0,0.0,0.560808,0.287390,0.617693,0.757718,0.319263,0.512621,0.611093,0.515622,0.265224,0.306115,0.603351,0.352033,0.070511,0.183628,8716810,615156,778444,1207752,6299876,20410,1308,1499,,,,,,
10,2014,Delaware,DE,7.75,1,0.5,0.069,0.587028,0.297099,0.640208,0.790254,0.340148,0.537776,0.628872,0.549529,0.285302,0.308280,0.624284,0.350765,0.059677,0.152997,8827502,626227,765087,1191146,6313767,18688,1249,1357,362289,33747,52431,37094,1024,321
10,2015,Delaware,DE,8.25,1,0.5,0.0645,0.602400,0.314711,0.641458,0.803607,0.395578,0.552450,0.641025,0.567746,0.295630,0.335695,0.633541,0.364628,0.049154,0.136897,8958687,494160,647470,1193399,6266597,14829,794,947,371748,34920,52997,38592,1039,335
10,2016,Delaware,DE,8.25,0,0.0,0.0,0.597394,0.261501,0.674989,0.814886,0.397195,0.553912,0.645744,0.553904,0.236939,0.284698,0.624629,0.308105,0.043602,0.151257,9093693,478980,779677,1210566,6474492,14089,730,1018,376028,35860,53688,39576,1031,347
10,2017,Delaware,DE,8.25,0,0.0,0.0,0.596733,0.374821,0.688724,0.804954,0.425681,0.556263,0.644864,0.553433,0.326942,0.425586,0.628328,0.429063,0.050283,0.126420,9155155,582781,768486,1180062,6397150,13532,804,925,,,,,,
10,2018,Delaware,DE,8.25,0,0.0,0.0,0.607699,0.372592,0.663677,0.822442,0.436758,0.561888,0.657291,0.562965,0.326900,0.421198,0.631741,0.421517,0.038056,0.116068,9305356,496034,772720,1120990,6411342,13555,659,889,384332,37235,53172,42546,1090,361
10,2019,Delaware,DE,9.25,1,1.0,0.1212,0.606745,0.372304,0.759857,0.831544,0.385765,0.564491,0.651757,0.566115,0.340884,0.400087,0.632418,0.390909,0.040595,0.047593,9380178,518158,668902,1016054,6401914,12330,587,695,389170,37975,51823,43168,1123,378
10,2020,Delaware,DE,9.25,0,0.0,0.0,0.558099,0.318663,0.672891,0.794106,0.387271,0.515920,0.613681,0.508083,0.364090,0.282685,0.606663,0.405195,0.080051,0.213556,9445796,559377,727485,933215,6499010,11174,572,658,364179,30212,47800,33631,1203,391
10,2021,Delaware,DE,9.25,0,0.0,0.0,0.567992,0.340823,0.686328,0.790515,0.398861,0.535423,0.616330,0.524693,0.300865,0.380394,0.602904,0.390912,0.057906,0.128135,9608094,516774,690897,986505,6581783,11884,560,686,,,,,,
10,2022,Delaware,DE,10.5,1,1.25,0.1351,0.563500,0.343552,0.664197,0.801778,0.384212,0.523174,0.592964,0.536782,0.343648,0.343409,0.590254,0.402786,0.045326,0.147060,9828343,601201,676848,1177900,6538089,11547,588,631,392082,37444,50352,41370,1323,463
11,1990,District of Columbia,DC,4.85,0,0.0,0.0,0.634420,0.338802,0.660030,0.797464,0.503956,0.538987,0.682696,0.591739,0.309951,0.368417,0.678157,0.410689,0.064494,0.175039,5815008,366424,639659,3028314,3835896,11863,728,1177,393236,28288,25557,44339,600,234
11,1991,District of Columbia,DC,4.85,0,0.0,0.0,0.610013,0.207059,0.596606,0.776638,0.474703,0.503548,0.652386,0.572944,0.220655,0.193993,0.663929,0.265103,0.081208,0.218949,5681977,312661,581417,2936648,3704474,11271,580,1076,377621,25780,23027,41928,629,240
11,1992,District of Columbia,DC,4.85,0,0.0,0.0,0.612175,0.186196,0.570947,0.784019,0.332064,0.503899,0.657718,0.574860,0.204974,0.167836,0.669066,0.258477,0.085031,0.279641,5563987,291479,531952,1402807,3737500,10656,539,950,371007,25391,21366,40934,670,247
11,1993,District of Columbia,DC,5.25,1,0.4,0.0825,0.616020,0.188862,0.539678,0.781276,0.354459,0.505806,0.676894,0.564918,0.218257,0.163257,0.674615,0.262627,0.086856,0.280874,5491026,313171,549694,1279634,3604267,10433,551,963,371010,25642,20256,41222,686,255
11,1994,District of Columbia,DC,5.25,0,0.0,0.0,0.615537,0.219692,0.603096,0.763697,0.359304,0.508329,0.678805,0.560276,0.241568,0.200445,0.670817,0.321008,0.082407,0.315617,5435016,286059,572619,1208867,3569102,11078,564,1061,373030,26010,19891,41374,706,258
11,1995,District of Columbia,DC,5.25,0,0.0,0.0,0.594962,0.209500,0.575804,0.758306,0.314437,0.480799,0.640093,0.557931,0.224675,0.195654,0.655554,0.326185,0.092429,0.357726,5315727,326552,603731,1148019,3538319,11941,707,1212,372539,26763,19403,42840,731,263
11,1996,District of Columbia,DC,5.75,1,0.5,0.0952,0.579651,0.218807,0.606358,0.752586,0.295010,0.464723,0.618234,0.547514,0.249834,0.191086,0.635309,0.322723,0.087608,0.321998,5059980,268390,530861,1135323,3414582,11030,559,1047,369632,26507,18619,41903,771,270
11,1997,District of Columbia,DC,6.15,1,0.4,0.0696,0.568488,0.182619,0.590563,0.757164,0.275226,0.450282,0.616352,0.528654,0.151044,0.205489,0.617633,0.317846,0.079571,0.425449,5057001,249156,455400,1123603,3318382,10718,503,890,365437,24898,17792,39745,820,293
11,1998,District of Columbia,DC,6.15,0,0.0,0.0,0.590288,0.239234,0.584100,0.777312,0.265110,0.480748,0.636309,0.551488,0.236185,0.241494,0.646492,0.377816,0.086937,0.366797,4885985,277771,524233,883409,3156845,10537,535,1024,372566,24846,17158,38073,871,307
11,1999,District of Columbia,DC,6.15,0,0.0,0.0,0.632728,0.239341,0.639065,0.804707,0.332505,0.537800,0.678199,0.594201,0.245205,0.233888,0.676411,0.352362,0.064580,0.320754,4909993,224559,572745,908328,3044277,10492,433,1085,386935,25433,17452,38613,920,327
11,2000,District of Columbia,DC,6.15,0,0.0,0.0,0.644597,0.232429,0.667530,0.821471,0.337543,0.541067,0.677378,0.616468,0.222095,0.244934,0.683383,0.345244,0.056757,0.326768,5339982,303761,579563,1003944,3332405,10956,574,1071,416318,29403,17527,44494,960,318
11,2001,District of Columbia,DC,6.15,0,0.0,0.0,0.634078,0.258188,0.636549,0.798508,0.390963,0.529336,0.668997,0.603203,0.255927,0.260090,0.677425,0.360322,0.063987,0.283453,5274001,299075,574698,1007660,3223749,12690,666,1223,417062,28548,17141,43683,1017,344
11,2002,District of Columbia,DC,6.15,0,0.0,0.0,0.617825,0.231350,0.609861,0.791721,0.358858,0.513873,0.672792,0.571487,0.243191,0.221951,0.660761,0.294847,0.064981,0.215357,5330735,249758,542436,988355,3181117,12853,556,1125,420177,28337,17224,42423,1039,362
11,2003,District of Columbia,DC,6.15,0,0.0,0.0,0.618579,0.164902,0.651778,0.784235,0.319235,0.493029,0.666055,0.578436,0.127784,0.193375,0.664970,0.229341,0.069763,0.280975,5582525,288560,500565,959104,3145480,12893,645,992,421101,29461,17182,43753,1078,368
11,2004,District of Columbia,DC,6.15,0,0.0,0.0,0.616591,0.203499,0.582382,0.770519,0.333894,0.494916,0.668341,0.572968,0.213069,0.194996,0.672447,0.289865,0.083063,0.297953,5399645,288719,514964,904793,3094387,13755,671,1135,429176,30483,17472,45278,1138,385
11,2005,District of Columbia,DC,6.6,1,0.45,0.0732,0.630668,0.165824,0.632792,0.785494,0.341703,0.495111,0.674422,0.593602,0.170233,0.161940,0.672828,0.265896,0.062660,0.376360,5249758,246977,552836,904453,2894516,15445,724,1482,435674,32415,17618,47598,1185,398
11,2006,District of Columbia,DC,7.0,1,0.4,0.0606,0.630734,0.196898,0.599145,0.788581,0.367486,0.495253,0.666092,0.600649,0.201093,0.193183,0.670547,0.280356,0.059373,0.297685,5204747,258233,536413,881357,2797728,16158,803,1521,440694,32782,17937,48231,1259,412
11,2007,District of Columbia,DC,7.0,0,0.0,0.0,0.636623,0.181848,0.624595,0.793135,0.341189,0.498195,0.678259,0.601702,0.197276,0.170039,0.674569,0.256884,0.056253,0.292101,5602860,330646,602338,870768,2990999,16608,922,1558,448888,33804,18155,48895,1329,429
11,2008,District of Columbia,DC,7.55,1,0.55,0.0786,0.641674,0.179875,0.674634,0.789790,0.339584,0.501431,0.696230,0.595126,0.197930,0.165539,0.687462,0.265075,0.066603,0.321417,5760440,310676,650769,806578,3070760,16797,871,1749,452731,35579,18465,50602,1371,435
11,2009,District of Columbia,DC,8.25,1,0.7,0.0927,0.627205,0.137640,0.589773,0.780788,0.347989,0.466908,0.675827,0.585608,0.116518,0.155969,0.693416,0.269674,0.095485,0.489605,5825668,268898,584754,817250,3024842,16727,754,1523,446481,36004,17791,50796,1365,442
11,2010,District of Columbia,DC,8.25,0,0.0,0.0,0.625963,0.118282,0.567260,0.787711,0.299999,0.432915,0.669601,0.588692,0.082312,0.148731,0.689308,0.229078,0.091897,0.483658,5961570,285067,595084,853200,2966053,17076,766,1477,447938,37317,18440,52608,1405,450
11,2011,District of Columbia,DC,8.25,0,0.0,0.0,0.610020,0.137582,0.570425,0.765080,0.298584,0.423717,0.660548,0.566761,0.133856,0.140825,0.681401,0.258135,0.104756,0.467017,6067512,281540,656249,835987,2986455,17776,746,1698,461113,39863,18495,55064,1437,456
11,2012,District of Columbia,DC,8.25,0,0.0,0.0,0.632083,0.137835,0.629890,0.780812,0.307984,0.437245,0.678243,0.592363,0.154772,0.121686,0.694709,0.206151,0.090147,0.331389,6275759,263498,716850,815370,2978130,17777,647,1712,472745,42832,18872,58078,1470,456
11,2013,District of Columbia,DC,8.25,0,0.0,0.0,0.644024,0.153360,0.606898,0.786088,0.317539,0.456081,0.681353,0.611946,0.126173,0.177057,0.704937,0.231899,0.086409,0.338680,6402275,245286,735337,716943,2914769,17676,642,1769,,,,,,
11,2014,District of Columbia,DC,9.5,1,1.25,0.1515,0.642691,0.132511,0.594729,0.790302,0.275731,0.433695,0.687673,0.603810,0.101267,0.159305,0.697905,0.165953,0.079115,0.201515,6533135,257815,687767,726404,2913672,18675,674,1682,495073,47092,21127,62133,1522,482
11,2015,District of Columbia,DC,10.5,1,1.0,0.1053,0.654927,0.144788,0.597185,0.809674,0.299021,0.454489,0.694022,0.621046,0.180543,0.113072,0.703110,0.202985,0.068528,0.286704,6609880,289607,682364,755510,2947646,20136,805,1739,506774,50010,22306,64895,1565,506
11,2016,District of Columbia,DC,11.5,1,1.0,0.0952,0.658914,0.153182,0.603627,0.815938,0.311968,0.452180,0.697085,0.625930,0.136860,0.169473,0.701741,0.219604,0.061030,0.302463,6762712,291482,652636,671471,2912770,21198,842,1715,517154,51135,22787,65921,1586,525
11,2017,District of Columbia,DC,12.5,1,1.0,0.087,0.661287,0.167037,0.635353,0.817608,0.292942,0.435731,0.695731,0.631391,0.157963,0.176216,0.705887,0.246003,0.063184,0.320995,6821802,270822,650115,690497,2841024,20611,715,1663,,,,,,
11,2018,District of Columbia,DC,13.25,1,0.75,0.06,0.662058,0.155094,0.658434,0.822362,0.333483,0.425241,0.701772,0.627636,0.109837,0.193050,0.702960,0.220776,0.058185,0.297506,6912214,259414,623239,668092,2791195,19014,573,1448,534661,54695,23037,70176,1696,561
11,2019,District of Columbia,DC,14.0,1,0.75,0.0566,0.672348,0.151424,0.626555,0.842867,0.288158,0.418942,0.702939,0.645866,0.119734,0.183466,0.714387,0.234245,0.058846,0.353566,6947405,244349,623205,623692,2603877,16836,481,1280,539540,55356,23057,71667,1750,587
11,2020,District of Columbia,DC,15.0,1,1.0,0.0714,0.641688,0.125742,0.570996,0.806787,0.243047,0.373288,0.678268,0.610162,0.103314,0.152554,0.697377,0.190125,0.079855,0.338635,6966225,235193,638589,565138,2537212,15912,444,1194,487302,32191,19993,40875,1963,602
11,2021,District of Columbia,DC,15.2,1,0.2,0.0133,0.652077,0.205637,0.612982,0.810363,0.214483,0.381061,0.693828,0.616047,0.148256,0.243235,0.692799,0.256294,0.058780,0.197651,7019993,262829,625994,542869,2516366,15893,515,1177,,,,,,
11,2022,District of Columbia,DC,16.1,1,0.9,0.0592,0.669744,0.159878,0.628185,0.840893,0.213754,0.423599,0.713395,0.631855,0.205773,0.126047,0.701845,0.203953,0.045738,0.216102,6353581,249584,493358,494876,2251152,14906,500,973,514487,47644,20610,59252,2104,713
12,1990,Florida,FL,3.8,1,0.45,0.1343,0.594275,0.456717,0.730140,0.802643,0.522312,0.561152,0.679789,0.517771,0.471040,0.442198,0.632606,0.553329,0.060593,0.174603,122757209,8305054,11220768,72156200,96997683,65400,4190,5516,4557857,376481,760645,512937,395,170
12,1991,Florida,FL,4.25,1,0.45,0.1184,0.578097,0.399888,0.719881,0.789143,0.506840,0.546291,0.660442,0.505239,0.417315,0.382010,0.624879,0.514383,0.074865,0.222586,124885568,7821140,11011560,71862759,97941950,62462,3718,5139,4451300,360098,739995,487754,412,179
12,1992,Florida,FL,4.25,0,0.0,0.0,0.571006,0.385558,0.701571,0.782848,0.371922,0.541683,0.644065,0.505226,0.406547,0.362777,0.622424,0.512865,0.082610,0.248227,126860670,7804844,11310397,28006736,103629329,60098,3472,4919,4503332,365994,735202,493118,439,187
12,1993,Florida,FL,4.25,0,0.0,0.0,0.579309,0.402517,0.681922,0.790008,0.384397,0.545035,0.658264,0.508203,0.435338,0.367012,0.623334,0.506933,0.070629,0.205975,128682516,7762589,11296379,28611417,104662990,59012,3363,4695,4706631,384728,759807,520441,442,185
12,1994,Florida,FL,4.25,0,0.0,0.0,0.586094,0.421401,0.705592,0.792234,0.380298,0.551727,0.662576,0.516892,0.413291,0.429961,0.627493,0.529082,0.065974,0.203524,129959458,7988857,10966308,28455316,105322903,56807,3301,4411,4909846,400748,784682,535481,450,190
12,1995,Florida,FL,4.25,0,0.0,0.0,0.586210,0.419863,0.714665,0.795501,0.376165,0.553204,0.665235,0.515057,0.432352,0.407258,0.621282,0.528460,0.056451,0.205497,132719963,8329270,10586746,28337764,107507316,53230,3145,3794,5092197,409506,806963,545150,465,194
12,1996,Florida,FL,4.75,1,0.5,0.1176,0.588178,0.424951,0.703336,0.801434,0.388028,0.556023,0.666063,0.518100,0.438795,0.410972,0.620507,0.506226,0.052102,0.160551,134029295,8475580,9923368,28678529,108439715,52566,3163,3487,5256165,428603,835169,570090,483,201
12,1997,Florida,FL,5.15,1,0.4,0.0842,0.594398,0.440922,0.728433,0.805105,0.404705,0.563164,0.666151,0.528496,0.456653,0.424605,0.625277,0.516981,0.049384,0.147121,136197984,8251767,10084168,28329128,108612644,52725,3055,3523,5467465,438147,850897,583129,502,211
12,1998,Florida,FL,5.15,0,0.0,0.0,0.600743,0.465477,0.726878,0.814444,0.411005,0.566822,0.678654,0.530615,0.469983,0.460727,0.627715,0.526893,0.042969,0.116563,139030428,8926865,10471031,28153044,109587248,53864,3256,3640,5689064,442797,881121,594534,530,221
12,1999,Florida,FL,5.15,0,0.0,0.0,0.602474,0.457967,0.743040,0.814922,0.414416,0.575890,0.680598,0.531627,0.478228,0.436723,0.627033,0.526715,0.039166,0.130522,141518618,9850115,10994142,27705207,111983577,54956,3608,3830,5856512,450996,902677,605025,548,229
12,2000,Florida,FL,5.15,0,0.0,0.0,0.607248,0.436194,0.739137,0.810981,0.423637,0.579103,0.682808,0.537181,0.454290,0.418624,0.630405,0.502749,0.036734,0.132382,149749509,10214670,11427915,29525565,117383316,55699,3691,3888,6079459,456884,926195,613163,580,239
12,2001,Florida,FL,5.15,0,0.0,0.0,0.600136,0.427843,0.721199,0.792897,0.423018,0.570832,0.671656,0.532859,0.427068,0.428617,0.631286,0.493276,0.049345,0.132650,151008881,10144060,11343587,29643966,116715873,54903,3564,3747,6153547,474147,935204,628017,597,246
12,2002,Florida,FL,5.15,0,0.0,0.0,0.592903,0.394464,0.707659,0.786753,0.402683,0.559095,0.663475,0.527035,0.391258,0.398067,0.627712,0.458843,0.055454,0.140307,154355072,10189826,11850653,29249476,118564108,54872,3518,3712,6149892,488246,925355,638571,612,251
12,2003,Florida,FL,5.15,0,0.0,0.0,0.586003,0.351867,0.667689,0.788152,0.375842,0.549958,0.657010,0.521166,0.333440,0.371844,0.618254,0.417344,0.052164,0.156891,155396731,10251881,11765578,28981663,119215773,55001,3729,3880,6213122,499898,922170,650538,633,259
12,2004,Florida,FL,5.15,0,0.0,0.0,0.596383,0.346854,0.687445,0.800555,0.388994,0.561839,0.666906,0.531444,0.330781,0.363303,0.625401,0.408533,0.046399,0.150976,161767104,10608912,12620058,28270541,123393260,53377,3516,3769,6423693,533674,947442,688373,662,269
12,2005,Florida,FL,6.15,1,1.0,0.1942,0.606045,0.348839,0.720183,0.804088,0.403680,0.573054,0.678348,0.539347,0.354619,0.343019,0.629167,0.397351,0.036750,0.122087,166606511,10442774,12720025,28569998,127226527,54317,3419,3785,6694864,559427,985304,716030,694,284
12,2006,Florida,FL,6.4,1,0.25,0.0407,0.616158,0.362023,0.718091,0.812439,0.423836,0.579690,0.680047,0.557039,0.369075,0.354661,0.637580,0.410879,0.033599,0.118907,171001955,10597180,13423068,29294901,129300213,54724,3445,3995,6887084,575063,1007146,729917,727,298
12,2007,Florida,FL,6.67,1,0.27,0.0422,0.612646,0.339081,0.714883,0.809707,0.404175,0.577269,0.675645,0.554057,0.326633,0.350692,0.639351,0.392008,0.041769,0.135017,173644036,10977817,13654892,27062654,130514603,52920,3390,3802,6864467,588921,1009131,747925,749,309
12,2008,Florida,FL,6.79,1,0.12,0.018,0.596267,0.295912,0.658022,0.792643,0.351954,0.560829,0.653342,0.543230,0.295451,0.296325,0.635741,0.350845,0.062091,0.156572,174181455,11352623,12774599,26084800,128969007,50932,3286,3349,6586203,598340,988415,758314,762,312
12,2009,Florida,FL,7.25,1,0.46,0.0677,0.558544,0.256607,0.609558,0.748410,0.305820,0.517957,0.603949,0.516455,0.237865,0.273730,0.623427,0.337355,0.104074,0.239359,174757937,11165556,12959164,25547166,128933712,50675,3272,3394,6117043,578187,924294,726827,766,315
12,2010,Florida,FL,7.25,0,0.0,0.0,0.551930,0.211389,0.577798,0.744486,0.293763,0.502805,0.597432,0.509592,0.219335,0.203855,0.620505,0.304768,0.110515,0.306393,176436658,10833095,12862886,25623020,129950416,50869,3046,3248,6044806,585103,928370,736503,780,322
12,2011,Florida,FL,7.31,1,0.06,0.0083,0.551765,0.184649,0.587848,0.743898,0.289816,0.503147,0.596376,0.509924,0.165240,0.204633,0.613608,0.258527,0.100785,0.285766,178524767,10343565,13782636,24088768,130637603,49911,2754,3259,6150504,608181,955898,765226,796,329
12,2012,Florida,FL,7.67,1,0.36,0.0492,0.557201,0.212348,0.600217,0.748701,0.300850,0.515369,0.605669,0.512654,0.189585,0.236333,0.609028,0.275603,0.085099,0.229514,185175424,10649523,14176859,24529983,135137751,50626,2695,3241,6312193,640599,980133,802816,816,336
12,2013,Florida,FL,7.79,1,0.12,0.0156,0.562321,0.254829,0.617608,0.751184,0.317811,0.520925,0.614853,0.514089,0.237476,0.275467,0.605467,0.302432,0.071261,0.157400,188062829,10858227,14106171,24958499,136883121,51000,2841,3230,,,,,,
12,2014,Florida,FL,7.93,1,0.14,0.018,0.565523,0.240557,0.606578,0.760757,0.316887,0.518340,0.621627,0.513979,0.235628,0.246002,0.604431,0.293047,0.064371,0.179117,190554805,10758546,13692672,24737355,137157245,52059,2852,3082,6731170,702341,1041971,875984,847,350
12,2015,Florida,FL,8.05,1,0.12,0.0151,0.556831,0.246822,0.619747,0.762767,0.326189,0.506991,0.614039,0.504333,0.257959,0.235460,0.589196,0.292195,0.054931,0.155283,194912879,11906239,14131427,26493867,141544744,54364,3269,3376,7005903,737172,1081686,916000,876,364
12,2016,Florida,FL,8.05,0,0.0,0.0,0.560876,0.224899,0.634088,0.770387,0.320351,0.519532,0.613651,0.512473,0.208472,0.242365,0.589558,0.272021,0.048651,0.173229,199490200,12269020,15106986,27367757,144957363,55402,3341,3587,7262168,768215,1101722,950790,891,372
12,2017,Florida,FL,8.1,1,0.05,0.0062,0.573891,0.259179,0.661910,0.779547,0.346142,0.536734,0.630192,0.522200,0.248022,0.271603,0.598836,0.310288,0.041656,0.164716,203110904,11791377,14739322,25781750,145105326,54615,3108,3417,,,,,,
12,2018,Florida,FL,8.25,1,0.15,0.0185,0.576885,0.276408,0.643583,0.789673,0.346731,0.532814,0.632710,0.525532,0.250720,0.304685,0.598232,0.315548,0.035682,0.124040,206956430,11747382,15171443,24080183,143355174,53003,2930,3349,7635037,805500,1128645,994109,951,397
12,2019,Florida,FL,8.46,1,0.21,0.0255,0.573988,0.266885,0.633416,0.795887,0.328014,0.529649,0.633240,0.519424,0.252358,0.281176,0.592845,0.303360,0.031808,0.120235,210193509,11626970,15500429,23883240,143074028,52794,2859,3344,7808474,821930,1109611,1016580,984,410
12,2020,Florida,FL,8.56,1,0.1,0.0118,0.528527,0.216162,0.549935,0.743185,0.272710,0.481209,0.587958,0.473803,0.223132,0.209427,0.573128,0.270118,0.077821,0.199752,211948517,11251243,13942013,23022630,141746628,46391,2273,2496,7389890,687670,1054864,821325,1066,420
12,2021,Florida,FL,10.0,1,1.44,0.1682,0.556142,0.269064,0.652657,0.768216,0.311451,0.511795,0.615707,0.501270,0.256777,0.280960,0.583233,0.303916,0.046449,0.114677,214131450,10990065,14096689,21735276,142630219,49234,2428,2804,,,,,,
12,2022,Florida,FL,11.0,1,1.0,0.1,0.575347,0.274344,0.666001,0.788781,0.342986,0.530440,0.627009,0.527003,0.260041,0.290840,0.593299,0.313840,0.030258,0.125848,215542487,11180660,14904408,21590566,144969940,47726,2390,2980,8308654,827927,1125431,999844,1224,537
13,1990,Georgia,GA,3.8,1,0.45,0.1343,0.639531,0.476231,0.680267,0.802086,0.551958,0.591046,0.732413,0.557356,0.515114,0.432583,0.677092,0.551956,0.055475,0.137195,58398080,4571413,6152168,34954977,45533726,14773,1132,1432,2422482,167219,358702,208794,425,156
13,1991,Georgia,GA,4.25,1,0.45,0.1184,0.626996,0.343124,0.636782,0.802155,0.536254,0.580809,0.719338,0.548518,0.367831,0.322636,0.661326,0.425889,0.051910,0.194335,59489770,4508972,5700096,36347994,46760119,14668,1094,1302,2356165,165386,344584,204723,446,164
13,1992,Georgia,GA,4.25,0,0.0,0.0,0.615909,0.350567,0.677199,0.776636,0.377857,0.575305,0.701544,0.542091,0.375563,0.326302,0.663016,0.435834,0.071049,0.195641,60672862,4526446,5568317,17172340,49644798,14977,1121,1241,2410275,172410,346591,209828,479,170
13,1993,Georgia,GA,4.25,0,0.0,0.0,0.633247,0.411180,0.683645,0.786309,0.387801,0.596388,0.714840,0.562480,0.416821,0.404454,0.672506,0.498530,0.058378,0.175215,61845291,4482591,6057514,16164983,50359714,14697,1041,1286,2526282,192389,365402,229890,482,169
13,1994,Georgia,GA,4.25,0,0.0,0.0,0.640884,0.382628,0.642817,0.799129,0.409613,0.599129,0.721672,0.569105,0.408490,0.355925,0.676796,0.467264,0.053062,0.181131,63494169,4509150,6265213,16332692,50649273,18294,1259,1609,2663618,205247,387746,243733,489,173
13,1995,Georgia,GA,4.25,0,0.0,0.0,0.637966,0.377031,0.677091,0.801741,0.371777,0.596651,0.724029,0.560900,0.398287,0.354551,0.671435,0.480035,0.049847,0.214578,64716823,4806167,5846231,15887467,52101567,28052,1911,2351,2792056,220681,406097,260118,509,180
13,1996,Georgia,GA,4.75,1,0.5,0.1176,0.648432,0.412751,0.690528,0.800820,0.382630,0.603319,0.734797,0.572065,0.446631,0.380485,0.679738,0.471691,0.046057,0.124953,66234739,5187467,5726141,15797565,52874730,18811,1424,1479,2913972,230979,425691,272066,532,188
13,1997,Georgia,GA,5.15,1,0.4,0.0842,0.663083,0.446538,0.708966,0.815586,0.414030,0.618168,0.748841,0.586343,0.478323,0.415548,0.693731,0.530010,0.044178,0.157492,67866041,5580801,5864192,15482346,54352977,19175,1492,1489,2991007,232899,433881,274599,564,200
13,1998,Georgia,GA,5.15,0,0.0,0.0,0.674602,0.415178,0.734581,0.827387,0.437743,0.637372,0.747488,0.609833,0.447669,0.382770,0.704254,0.502384,0.042104,0.173584,69108808,5409623,6005059,15507672,55763265,19209,1388,1473,3103616,236975,442813,279828,599,211
13,1999,Georgia,GA,5.15,0,0.0,0.0,0.668974,0.402457,0.723416,0.821781,0.408999,0.629038,0.744369,0.601538,0.437577,0.366504,0.697627,0.481556,0.041072,0.164257,70539966,5681744,5878744,16149603,56821862,18813,1403,1367,3226873,247213,456874,290986,630,221
13,2000,Georgia,GA,5.15,0,0.0,0.0,0.673513,0.457379,0.708079,0.819471,0.430523,0.632426,0.750295,0.605274,0.486474,0.427136,0.699738,0.506893,0.037479,0.097682,72959749,5514610,6281252,16094689,58100442,18009,1295,1422,3322352,252836,469369,297472,667,234
13,2001,Georgia,GA,5.15,0,0.0,0.0,0.650052,0.391001,0.695227,0.791935,0.426958,0.603388,0.726647,0.581556,0.369673,0.411655,0.677788,0.454879,0.040921,0.140428,73798120,5037009,6346176,15837764,57428632,17260,1132,1329,3267910,253578,460442,296149,684,242
13,2002,Georgia,GA,5.15,0,0.0,0.0,0.649491,0.351486,0.647215,0.785627,0.428513,0.604983,0.734527,0.572110,0.362984,0.340683,0.684963,0.406897,0.051787,0.136179,74987180,4905155,6427097,15847924,58869581,17878,1145,1338,3188907,261652,451634,301482,692,243
13,2003,Georgia,GA,5.15,0,0.0,0.0,0.649950,0.321936,0.666257,0.792073,0.422284,0.610975,0.727466,0.578652,0.355812,0.285842,0.682540,0.384407,0.047747,0.162514,76775320,4824992,7024318,16589478,59547283,17846,1110,1485,3156763,271369,444990,311780,709,245
13,2004,Georgia,GA,5.15,0,0.0,0.0,0.637287,0.311843,0.666040,0.785391,0.394499,0.596256,0.721413,0.559569,0.358955,0.267413,0.669607,0.373018,0.048266,0.164000,78527504,5294302,7661620,15466536,59920350,19920,1354,1724,3206888,281688,446384,322950,736,252
